probe_id,gene_symbol,gene_title,entrez_gene_id,primary_gene_symbol
215744_at,FUS,FUS RNA binding protein,2521,FUS
215745_at,,,,
215746_at,,,,
215747_s_at,RCC1,regulator of chromosome condensation 1,1104,RCC1
215748_at,KLHL35,kelch like family member 35,283212,KLHL35
215749_s_at,GORASP1,golgi reassembly stacking protein 1,64689,GORASP1
215750_at,,,,
215751_at,RBM26,RNA binding motif protein 26,64062,RBM26
215752_at,SIK2,salt inducible kinase 2,23235,SIK2
215753_at,,,,
215754_at,SCARB2,scavenger receptor class B member 2,950,SCARB2
215755_at,,,,
215756_at,LINC01136,long intergenic non-protein coding RNA 1136,730227,LINC01136
215757_at,PRKDC,"protein kinase, DNA-activated, catalytic polypeptide",5591,PRKDC
215758_x_at,ZNF93,zinc finger protein 93,81931,ZNF93
215759_at,ANKRD53,ankyrin repeat domain 53,79998,ANKRD53
215760_s_at,SBNO2,strawberry notch homolog 2,22904,SBNO2
215761_at,DMXL2,Dmx like 2,23312,DMXL2
215762_at,,,,
215763_at,,,,
215764_x_at,AP2A2,adaptor related protein complex 2 alpha 2 subunit,161,AP2A2
215765_at,LRRC41,leucine rich repeat containing 41,10489,LRRC41
215766_at,GSTA1,glutathione S-transferase alpha 1,2938,GSTA1
215767_at,ZNF804A,zinc finger protein 804A,91752,ZNF804A
215768_at,,,,
215769_at,YME1L1,YME1 like 1 ATPase,10730,YME1L1
215770_at,OR7E2P,olfactory receptor family 7 subfamily E member 2 pseudogene,8587,OR7E2P
215771_x_at,RET,ret proto-oncogene,5979,RET
215772_x_at,SUCLG2,succinate-CoA ligase GDP-forming beta subunit,8801,SUCLG2
215773_x_at,PARP2,poly(ADP-ribose) polymerase 2,10038,PARP2
215774_s_at,SUCLG2,succinate-CoA ligase GDP-forming beta subunit,8801,SUCLG2
215775_at,THBS1,thrombospondin 1,7057,THBS1
215776_at,INSRR,insulin receptor related receptor,3645,INSRR
215777_at,,,,
215778_x_at,HAB1,B1 for mucin,55547,HAB1
215779_s_at,HIST1H2BJ///HIST1H2BG,"histone cluster 1, H2bj///histone cluster 1, H2bg",8970///8339,HIST1H2BJ
215780_s_at,SETSIP///SETP4///SET,SET-like protein///SET pseudogene 4///SET nuclear proto-oncogene,646817///642869///6418,SETSIP
215781_s_at,TOP3B,topoisomerase (DNA) III beta,8940,TOP3B
215782_at,RAB40AL,"RAB40A, member RAS oncogene family-like",282808,RAB40AL
215783_s_at,ALPL,"alkaline phosphatase, liver/bone/kidney",249,ALPL
215784_at,CD1E,CD1e molecule,913,CD1E
215785_s_at,CYFIP2,cytoplasmic FMR1 interacting protein 2,26999,CYFIP2
215786_at,,,,
215787_at,ACTA2,"actin, alpha 2, smooth muscle, aorta",59,ACTA2
215788_at,CFAP74,cilia and flagella associated protein 74,85452,CFAP74
215789_s_at,AJAP1,adherens junctions associated protein 1,55966,AJAP1
215790_at,AJAP1,adherens junctions associated protein 1,55966,AJAP1
215791_at,,,,
215792_s_at,DNAJC11,DnaJ heat shock protein family (Hsp40) member C11,55735,DNAJC11
215793_at,MTMR7,myotubularin related protein 7,9108,MTMR7
215794_x_at,GLUD2,glutamate dehydrogenase 2,2747,GLUD2
215795_at,MYH7B,myosin heavy chain 7B,57644,MYH7B
215796_at,,,,
215797_at,TRAV8-3,T cell receptor alpha variable 8-3,28683,TRAV8-3
215798_at,ALDH1L1,aldehyde dehydrogenase 1 family member L1,10840,ALDH1L1
215799_at,LOC101927051,uncharacterized LOC101927051,101927051,LOC101927051
215800_at,DUOX1,dual oxidase 1,53905,DUOX1
215801_at,,,,
215802_at,,,,
215803_at,CXorf57,chromosome X open reading frame 57,55086,CXorf57
215804_at,EPHA1,EPH receptor A1,2041,EPHA1
215805_at,,,,
215806_x_at,TARP///TRGV9///TRGC2,TCR gamma alternate reading frame protein///T cell receptor gamma variable 9///T cell receptor gamma constant 2,445347///6983///6967,TARP
215807_s_at,PLXNB1,plexin B1,5364,PLXNB1
215808_at,KLK10,kallikrein related peptidase 10,5655,KLK10
215809_at,CYP2D6,cytochrome P450 family 2 subfamily D member 6,1565,CYP2D6
215810_x_at,DST,dystonin,667,DST
215811_at,,,,
215812_s_at,SLC6A10PB///SLC6A10P///SLC6A8,"solute carrier family 6 member 8 pseudogene///solute carrier family 6 member 10, pseudogene///solute carrier family 6 member 8",653562///386757///6535,SLC6A10PB
215813_s_at,PTGS1,prostaglandin-endoperoxide synthase 1,5742,PTGS1
215814_at,DST,dystonin,667,DST
215815_at,BUD31,BUD31 homolog,8896,BUD31
215816_at,GUSBP11,"glucuronidase, beta pseudogene 11",91316,GUSBP11
215817_at,SERPINB13,serpin family B member 13,5275,SERPINB13
215818_at,NUDT7,nudix hydrolase 7,283927,NUDT7
215819_s_at,RHD///RHCE,Rh blood group D antigen///Rh blood group CcEe antigens,6007///6006,RHD
215820_x_at,SNX13,sorting nexin 13,23161,SNX13
215821_x_at,PSG11///PSG3,pregnancy specific beta-1-glycoprotein 11///pregnancy specific beta-1-glycoprotein 3,5680///5671,PSG11
215822_x_at,MYT1,myelin transcription factor 1,4661,MYT1
215823_x_at,RLIM///PABPC1,"ring finger protein, LIM domain interacting///poly(A) binding protein cytoplasmic 1",51132///26986,RLIM
215824_at,,,,
215825_at,,,,
215826_x_at,ZNF835,zinc finger protein 835,90485,ZNF835
215827_x_at,CROCCP3,"ciliary rootlet coiled-coil, rootletin pseudogene 3",114819,CROCCP3
215828_at,,,,
215829_at,SHANK2,SH3 and multiple ankyrin repeat domains 2,22941,SHANK2
215830_at,SHANK2,SH3 and multiple ankyrin repeat domains 2,22941,SHANK2
215831_at,,,,
215832_x_at,PICALM,phosphatidylinositol binding clathrin assembly protein,8301,PICALM
215833_s_at,SPPL2B,signal peptide peptidase like 2B,56928,SPPL2B
215834_x_at,SCARB1,scavenger receptor class B member 1,949,SCARB1
215835_at,SCARB1,scavenger receptor class B member 1,949,SCARB1
215836_s_at,PCDHGA1///PCDHGA2///PCDHGA3///PCDHGA4///PCDHGA5///PCDHGA6///PCDHGA7///PCDHGA9///PCDHGA10///PCDHGA11///PCDHGB1///PCDHGB2///PCDHGB3///PCDHGB5///PCDHGB6///PCDHGB7///PCDHGC4///PCDHGC5///PCDHGA12///PCDHGA8///PCDHGB4///PCDHGC3,"protocadherin gamma subfamily A, 1///protocadherin gamma subfamily A, 2///protocadherin gamma subfamily A, 3///protocadherin gamma subfamily A, 4///protocadherin gamma subfamily A, 5///protocadherin gamma subfamily A, 6///protocadherin gamma subfamily A, 7///protocadherin gamma subfamily A, 9///protocadherin gamma subfamily A, 10///protocadherin gamma subfamily A, 11///protocadherin gamma subfamily B, 1///protocadherin gamma subfamily B, 2///protocadherin gamma subfamily B, 3///protocadherin gamma subfamily B, 5///protocadherin gamma subfamily B, 6///protocadherin gamma subfamily B, 7///protocadherin gamma subfamily C, 4///protocadherin gamma subfamily C, 5///protocadherin gamma subfamily A, 12///protocadherin gamma subfamily A, 8///protocadherin gamma subfamily B, 4///protocadherin gamma subfamily C, 3",56114///56113///56112///56111///56110///56109///56108///56107///56106///56105///56104///56103///56102///56101///56100///56099///56098///56097///26025///9708///8641///5098,PCDHGA1
215837_x_at,,,,
215838_at,LILRA5,leukocyte immunoglobulin like receptor A5,353514,LILRA5
215839_at,LILRA5,leukocyte immunoglobulin like receptor A5,353514,LILRA5
215840_at,DNAH2,dynein axonemal heavy chain 2,146754,DNAH2
215841_at,GUCA1B,guanylate cyclase activator 1B,2979,GUCA1B
215842_s_at,ATP11A,ATPase phospholipid transporting 11A,23250,ATP11A
215843_s_at,TLL2,tolloid like 2,7093,TLL2
215844_at,TNPO2,transportin 2,30000,TNPO2
215845_x_at,,,,
215846_at,,,,
215847_at,LOC101930458///HERC2P3,uncharacterized LOC101930458///hect domain and RLD 2 pseudogene 3,101930458///283755,LOC101930458
215848_at,SCAPER,S-phase cyclin A associated protein in the ER,49855,SCAPER
215849_x_at,CFAP70,cilia and flagella associated protein 70,118491,CFAP70
215850_s_at,NDUFA5,NADH:ubiquinone oxidoreductase subunit A5,4698,NDUFA5
215851_at,MECOM,MDS1 and EVI1 complex locus,2122,MECOM
215852_x_at,SOGA1,"suppressor of glucose, autophagy associated 1",140710,SOGA1
215853_at,,,,
215854_at,,,,
215855_s_at,TMF1,TATA element modulatory factor 1,7110,TMF1
215856_at,SIGLEC15,sialic acid binding Ig like lectin 15,284266,SIGLEC15
215857_at,NCLN,nicalin,56926,NCLN
215858_at,,,,
215859_at,NCLN,nicalin,56926,NCLN
215860_at,SYT12,synaptotagmin 12,91683,SYT12
215861_at,LOC101927770,uncharacterized LOC101927770,101927770,LOC101927770
215862_at,,,,
215863_at,TFR2,transferrin receptor 2,7036,TFR2
215864_at,,,,
215865_at,SYT12,synaptotagmin 12,91683,SYT12
215866_at,,,,
215867_x_at,CA12,carbonic anhydrase 12,771,CA12
215868_x_at,,,,
215869_at,,,,
215870_s_at,PLA2G5,phospholipase A2 group V,5322,PLA2G5
215871_at,PLA2G5,phospholipase A2 group V,5322,PLA2G5
215872_at,,,,
215873_x_at,ABCC10,ATP binding cassette subfamily C member 10,89845,ABCC10
215874_at,,,,
215875_at,,,,
215876_at,,,,
215877_at,,,,
215878_at,ITGB1,integrin subunit beta 1,3688,ITGB1
215879_at,ITGB1,integrin subunit beta 1,3688,ITGB1
215880_at,NAGLU,N-acetyl-alpha-glucosaminidase,4669,NAGLU
215881_x_at,SSX2B///SSX3///SSX2,SSX family member 2B///SSX family member 3///SSX family member 2,727837///10214///6757,SSX2B
215882_at,CEP152,centrosomal protein 152,22995,CEP152
215883_at,CTNNA1,catenin alpha 1,1495,CTNNA1
215884_s_at,UBQLN2,ubiquilin 2,29978,UBQLN2
215885_at,SSX2B,SSX family member 2B,727837,SSX2B
215886_x_at,USP12,ubiquitin specific peptidase 12,219333,USP12
215887_at,ZNF277,zinc finger protein 277,11179,ZNF277
215888_at,PDS5B,PDS5 cohesin associated factor B,23047,PDS5B
215889_at,SKIL,SKI-like proto-oncogene,6498,SKIL
215890_at,GM2A,GM2 ganglioside activator,2760,GM2A
215891_s_at,GM2A,GM2 ganglioside activator,2760,GM2A
215892_at,ZNF440,zinc finger protein 440,126070,ZNF440
215893_x_at,,,,
215894_at,PTGDR,prostaglandin D2 receptor,5729,PTGDR
215895_x_at,PLIN2,perilipin 2,123,PLIN2
215896_at,,,,
215897_at,MED25,mediator complex subunit 25,81857,MED25
215898_at,TTLL5,tubulin tyrosine ligase like 5,23093,TTLL5
215899_at,,,,
215900_at,,,,
215901_at,ZNF81,zinc finger protein 81,347344,ZNF81
215902_at,,,,
215903_s_at,MAST2,microtubule associated serine/threonine kinase 2,23139,MAST2
215904_at,AFDN,"afadin, adherens junction formation factor",4301,AFDN
215905_s_at,SNRNP40,small nuclear ribonucleoprotein U5 subunit 40,9410,SNRNP40
215906_at,Igk,immunoglobulin kappa chain complex,243469,Igk
215907_at,,,,
215908_at,,,,
215909_x_at,MINK1,misshapen like kinase 1,50488,MINK1
215910_s_at,FNDC3A,fibronectin type III domain containing 3A,22862,FNDC3A
215911_x_at,ATP2B3,ATPase plasma membrane Ca2+ transporting 3,492,ATP2B3
215912_at,GNAO1,G protein subunit alpha o1,2775,GNAO1
215913_s_at,GULP1,"GULP, engulfment adaptor PTB domain containing 1",51454,GULP1
215914_at,,,,
215915_at,GULP1,"GULP, engulfment adaptor PTB domain containing 1",51454,GULP1
215916_at,CHRNE,cholinergic receptor nicotinic epsilon subunit,1145,CHRNE
215917_at,RAD21L1,RAD21 cohesin complex component like 1,642636,RAD21L1
215918_s_at,SPTBN1,"spectrin beta, non-erythrocytic 1",6711,SPTBN1
215919_s_at,MRPS11,mitochondrial ribosomal protein S11,64963,MRPS11
215920_s_at,NPIPA5///NPIPB6///NPIPB15///PDXDC2P///NPIPB3///NPIPA1,"nuclear pore complex interacting protein family member A5///nuclear pore complex interacting protein family member B6///nuclear pore complex interacting protein family member B15///pyridoxal dependent decarboxylase domain containing 2, pseudogene///nuclear pore complex interacting protein family member B3///nuclear pore complex interacting protein family member A1",100288332///728741///440348///283970///23117///9284,NPIPA5
215921_at,NPIPA5///NPIPB6///NPIPB8///NPIPB3,nuclear pore complex interacting protein family member A5///nuclear pore complex interacting protein family member B6///nuclear pore complex interacting protein family member B8///nuclear pore complex interacting protein family member B3,100288332///728741///728734///23117,NPIPA5
215922_at,REPS1,RALBP1 associated Eps domain containing 1,85021,REPS1
215923_s_at,PSD4,pleckstrin and Sec7 domain containing 4,23550,PSD4
215924_at,,,,
215925_s_at,CD72,CD72 molecule,971,CD72
215926_x_at,SNAPC4,small nuclear RNA activating complex polypeptide 4,6621,SNAPC4
215927_at,ARFGEF2,ADP ribosylation factor guanine nucleotide exchange factor 2,10564,ARFGEF2
215928_at,,,,
215929_at,LINC00837,long intergenic non-protein coding RNA 837,100507605,LINC00837
215930_s_at,CTAGE5,"CTAGE family member 5, ER export factor",4253,CTAGE5
215931_s_at,ARFGEF2,ADP ribosylation factor guanine nucleotide exchange factor 2,10564,ARFGEF2
215932_at,MAGEC2,MAGE family member C2,51438,MAGEC2
215933_s_at,HHEX,hematopoietically expressed homeobox,3087,HHEX
215934_at,,,,
215935_at,SPATA31A5///SPATA31A3///SPATA31A1///SPATA31A6///SPATA31A7,SPATA31 subfamily A member 5///SPATA31 subfamily A member 3///SPATA31 subfamily A member 1///SPATA31 subfamily A member 6///SPATA31 subfamily A member 7,727905///727830///647060///389730///26165,SPATA31A5
215936_s_at,KIAA1033,KIAA1033,23325,KIAA1033
215937_at,PTGDR,prostaglandin D2 receptor,5729,PTGDR
215938_s_at,PLA2G6,phospholipase A2 group VI,8398,PLA2G6
215939_at,,,,
215940_at,LINC01361,long intergenic non-protein coding RNA 1361,101927498,LINC01361
215941_at,,,,
215942_s_at,GTSE1,G2 and S-phase expressed 1,51512,GTSE1
215943_at,KIAA1661,KIAA1661 protein,85375,KIAA1661
215944_at,LINC01361,long intergenic non-protein coding RNA 1361,101927498,LINC01361
215945_s_at,TRIM2,tripartite motif containing 2,23321,TRIM2
215946_x_at,IGLL3P,"immunoglobulin lambda like polypeptide 3, pseudogene",91353,IGLL3P
215947_s_at,LOC100287852///FAM136A,protein FAM136A pseudogene///family with sequence similarity 136 member A,100287852///84908,LOC100287852
215948_x_at,ZMYM5,zinc finger MYM-type containing 5,9205,ZMYM5
215949_x_at,IGHM,immunoglobulin heavy constant mu,3507,IGHM
215951_at,TBC1D2B,TBC1 domain family member 2B,23102,TBC1D2B
215952_s_at,OAZ1,ornithine decarboxylase antizyme 1,4946,OAZ1
215953_at,SMG7-AS1,SMG7 antisense RNA 1,284649,SMG7-AS1
215954_s_at,CACTIN,"cactin, spliceosome C complex subunit",58509,CACTIN
215955_x_at,ARHGAP26,Rho GTPase activating protein 26,23092,ARHGAP26
215956_at,,,,
215957_at,UBE2D1,ubiquitin conjugating enzyme E2 D1,7321,UBE2D1
215958_at,,,,
215959_at,,,,
215960_at,SLC5A4,solute carrier family 5 member 4,6527,SLC5A4
215961_at,F12,coagulation factor XII,2161,F12
215962_at,,,,
215963_x_at,RPL3,ribosomal protein L3,6122,RPL3
215964_at,,,,
215965_at,,,,
215966_x_at,GK3P,glycerol kinase 3 pseudogene,2713,GK3P
215967_s_at,LY9,lymphocyte antigen 9,4063,LY9
215968_at,,,,
215969_at,,,,
215970_at,LOC100130331,"POTE ankyrin domain family, member F pseudogene",100130331,LOC100130331
215971_at,,,,
215972_at,PART1,prostate androgen-regulated transcript 1 (non-protein coding),25859,PART1
215973_at,HCG4B,HLA complex group 4B (non-protein coding),80868,HCG4B
215974_at,HCG4B,HLA complex group 4B (non-protein coding),80868,HCG4B
215975_x_at,GK,glycerol kinase,2710,GK
215976_at,,,,
215977_x_at,GK,glycerol kinase,2710,GK
215978_x_at,ZNF721,zinc finger protein 721,170960,ZNF721
215979_s_at,SLC7A1,solute carrier family 7 member 1,6541,SLC7A1
215980_s_at,IGHMBP2,immunoglobulin mu binding protein 2,3508,IGHMBP2
215981_at,LOC100505534,uncharacterized LOC100505534,100505534,LOC100505534
215982_s_at,DXO,decapping exoribonuclease,1797,DXO
215983_s_at,UBXN8,UBX domain protein 8,7993,UBXN8
215984_s_at,ARFRP1,ADP ribosylation factor related protein 1,10139,ARFRP1
215985_at,HCG8///ZNRD1ASP,"HLA complex group 8///zinc ribbon domain containing 1 antisense, pseudogene",100507399///80862,HCG8
215986_at,,,,
215987_at,RAPGEF2,Rap guanine nucleotide exchange factor 2,9693,RAPGEF2
215988_s_at,DLG1,discs large MAGUK scaffold protein 1,1739,DLG1
215989_at,CBX2,chromobox 2,84733,CBX2
215990_s_at,BCL6,B-cell CLL/lymphoma 6,604,BCL6
215991_s_at,EMC1,ER membrane protein complex subunit 1,23065,EMC1
215992_s_at,RAPGEF2,Rap guanine nucleotide exchange factor 2,9693,RAPGEF2
215993_at,,,,
215994_x_at,TBC1D9B,TBC1 domain family member 9B,23061,TBC1D9B
215995_x_at,,,,
215996_at,,,,
215997_s_at,CUL4B,cullin 4B,8450,CUL4B
215998_at,,,,
215999_at,CDRT1,CMT1A duplicated region transcript 1,374286,CDRT1
216000_at,,,,
216001_at,PRAMEF12,PRAME family member 12,390999,PRAMEF12
216002_at,,,,
216003_at,CDRT1,CMT1A duplicated region transcript 1,374286,CDRT1
216004_s_at,PKNOX1,PBX/knotted 1 homeobox 1,5316,PKNOX1
216005_at,TNC,tenascin C,3371,TNC
216006_at,,,,
216007_at,,,,
216008_s_at,ARIH2,ariadne RBR E3 ubiquitin protein ligase 2,10425,ARIH2
216009_at,SLC39A9,solute carrier family 39 member 9,55334,SLC39A9
216010_x_at,FUT3,fucosyltransferase 3 (Lewis blood group),2525,FUT3
216011_at,SLC39A9,solute carrier family 39 member 9,55334,SLC39A9
216012_at,,,,
216013_at,ZXDB,"zinc finger, X-linked, duplicated B",158586,ZXDB
216014_s_at,ZXDB///ZXDA,"zinc finger, X-linked, duplicated B///zinc finger, X-linked, duplicated A",158586///7789,ZXDB
216015_s_at,NLRP3,NLR family pyrin domain containing 3,114548,NLRP3
216016_at,NLRP3,NLR family pyrin domain containing 3,114548,NLRP3
216017_s_at,NAB2,NGFI-A binding protein 2,4665,NAB2
216018_at,RNF5,ring finger protein 5,6048,RNF5
216019_x_at,MIR6716///PHLDB1,microRNA 6716///pleckstrin homology like domain family B member 1,102466719///23187,MIR6716
216020_at,IFIH1,interferon induced with helicase C domain 1,64135,IFIH1
216021_s_at,GLRA3,glycine receptor alpha 3,8001,GLRA3
216022_at,,,,
216023_at,KDM4B,lysine demethylase 4B,23030,KDM4B
216024_at,DNM2,dynamin 2,1785,DNM2
216025_x_at,CYP2C9,cytochrome P450 family 2 subfamily C member 9,1559,CYP2C9
216026_s_at,POLE,"DNA polymerase epsilon, catalytic subunit",5426,POLE
216027_at,TMX4,thioredoxin related transmembrane protein 4,56255,TMX4
216028_at,DKFZP564C152,DKFZP564C152 protein,26120,DKFZP564C152
216029_at,,,,
216030_s_at,SEMG2,semenogelin II,6407,SEMG2
216031_x_at,HN1L,hematological and neurological expressed 1 like,90861,HN1L
216032_s_at,ERGIC3,ERGIC and golgi 3,51614,ERGIC3
216033_s_at,FYN,"FYN proto-oncogene, Src family tyrosine kinase",2534,FYN
216034_at,ZNF280A,zinc finger protein 280A,129025,ZNF280A
216035_x_at,TCF7L2,transcription factor 7 like 2,6934,TCF7L2
216036_x_at,WDTC1,WD and tetratricopeptide repeats 1,23038,WDTC1
216037_x_at,TCF7L2,transcription factor 7 like 2,6934,TCF7L2
216038_x_at,DAXX,death domain associated protein,1616,DAXX
216039_at,GABRA2,gamma-aminobutyric acid type A receptor alpha2 subunit,2555,GABRA2
216040_x_at,,,,
216041_x_at,GRN,granulin,2896,GRN
216042_at,TNFRSF25,TNF receptor superfamily member 25,8718,TNFRSF25
216043_x_at,,,,
216044_x_at,FAM69A,family with sequence similarity 69 member A,388650,FAM69A
216045_at,CCDC144A,coiled-coil domain containing 144A,9720,CCDC144A
216046_at,,,,
216047_x_at,SEZ6L,seizure related 6 homolog like,23544,SEZ6L
216048_s_at,RHOBTB3,Rho related BTB domain containing 3,22836,RHOBTB3
216049_at,RHOBTB3,Rho related BTB domain containing 3,22836,RHOBTB3
216050_at,,,,
216051_x_at,PRINS,psoriasis associated non-protein coding RNA induced by stress,100169750,PRINS
216052_x_at,ARTN,artemin,9048,ARTN
216053_x_at,FAM27B///FAM27C///FAM182B///FAM182A,family with sequence similarity 27 member B///family with sequence similarity 27 member C///family with sequence similarity 182 member B///family with sequence similarity 182 member A,100133121///100132948///728882///284800,FAM27B
216054_x_at,MYL4,myosin light chain 4,4635,MYL4
216055_at,PDGFB,platelet derived growth factor subunit B,5155,PDGFB
216056_at,CD44,CD44 molecule (Indian blood group),960,CD44
216057_at,RAB3GAP2,RAB3 GTPase activating non-catalytic protein subunit 2,25782,RAB3GAP2
216058_s_at,CYP2C19,cytochrome P450 family 2 subfamily C member 19,1557,CYP2C19
216059_at,PAX3,paired box 3,5077,PAX3
216060_s_at,DAAM1,dishevelled associated activator of morphogenesis 1,23002,DAAM1
216061_x_at,PDGFB,platelet derived growth factor subunit B,5155,PDGFB
216062_at,,,,
216063_at,HBBP1,hemoglobin subunit beta pseudogene 1,3044,HBBP1
216064_s_at,AGA,aspartylglucosaminidase,175,AGA
216065_at,B3GALT4,"beta-1,3-galactosyltransferase 4",8705,B3GALT4
216066_at,ABCA1,ATP binding cassette subfamily A member 1,19,ABCA1
216067_at,,,,
216068_at,,,,
216069_at,PRMT2,protein arginine methyltransferase 2,3275,PRMT2
216070_at,,,,
216071_x_at,MED12,mediator complex subunit 12,9968,MED12
216072_at,PRMT2,protein arginine methyltransferase 2,3275,PRMT2
216073_at,ANKRD34C,ankyrin repeat domain 34C,390616,ANKRD34C
216074_x_at,WWC1,WW and C2 domain containing 1,23286,WWC1
216075_at,,,,
216076_at,L3MBTL1,l(3)mbt-like 1 (Drosophila),26013,L3MBTL1
216077_s_at,L3MBTL1,l(3)mbt-like 1 (Drosophila),26013,L3MBTL1
216078_at,,,,
216079_at,EPM2A,"epilepsy, progressive myoclonus type 2A, Lafora disease (laforin)",7957,EPM2A
216080_s_at,FADS3,fatty acid desaturase 3,3995,FADS3
216081_at,LAMA4,laminin subunit alpha 4,3910,LAMA4
216082_at,NEU3,neuraminidase 3,10825,NEU3
216083_s_at,NEU3,neuraminidase 3,10825,NEU3
216084_at,FAM205BP,transmembrane protein C9orf144B pseudogene,389715,FAM205BP
216085_at,OBSCN///DKFZP434C153,"obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF///DKFZP434C153 protein",84033///26105,OBSCN
216086_at,SV2C,synaptic vesicle glycoprotein 2C,22987,SV2C
216087_at,,,,
216088_s_at,PSMA7,proteasome subunit alpha 7,5688,PSMA7
216089_at,,,,
216090_x_at,,,,
216091_s_at,BTRC,beta-transducin repeat containing E3 ubiquitin protein ligase,8945,BTRC
216092_s_at,SLC7A8,solute carrier family 7 member 8,23428,SLC7A8
216093_at,,,,
216094_at,,,,
216095_x_at,MTMR1,myotubularin related protein 1,8776,MTMR1
216096_s_at,NRXN1,neurexin 1,9378,NRXN1
216097_at,,,,
216098_s_at,HTR7P1///HTR7,5-hydroxytryptamine receptor 7 pseudogene 1///5-hydroxytryptamine receptor 7,93164///3363,HTR7P1
216099_at,HTR7P1,5-hydroxytryptamine receptor 7 pseudogene 1,93164,HTR7P1
216100_s_at,TOR1AIP1,torsin 1A interacting protein 1,26092,TOR1AIP1
216101_at,,,,
216102_at,PHLDB1,pleckstrin homology like domain family B member 1,23187,PHLDB1
216103_at,ACOT11,acyl-CoA thioesterase 11,26027,ACOT11
216104_at,,,,
216105_x_at,PTPA,protein phosphatase 2 phosphatase activator,5524,PTPA
216106_at,LOC145678,uncharacterized LOC145678,145678,LOC145678
216107_at,LOC100129503,uncharacterized LOC100129503,100129503,LOC100129503
216108_at,LOC105373738,uncharacterized LOC105373738,105373738,LOC105373738
216109_at,MED13L,mediator complex subunit 13 like,23389,MED13L
216110_x_at,LOC105373738,uncharacterized LOC105373738,105373738,LOC105373738
216111_x_at,PMS2P3,"PMS1 homolog 2, mismatch repair system component pseudogene 3",5387,PMS2P3
216112_at,,,,
216113_at,ABI2,abl-interactor 2,10152,ABI2
216114_at,NCKIPSD,NCK interacting protein with SH3 domain,51517,NCKIPSD
216115_at,NF1P9///NF1,neurofibromin 1 pseudogene 9///neurofibromin 1,101930150///4763,NF1P9
216116_at,CELSR3-AS1,CELSR3 antisense RNA 1 (head to head),102724368,CELSR3-AS1
216117_at,EXOSC2,exosome component 2,23404,EXOSC2
216118_at,,,,
216119_s_at,SPEF1,sperm flagellar 1,25876,SPEF1
216120_s_at,ATP2B2,ATPase plasma membrane Ca2+ transporting 2,491,ATP2B2
216121_at,,,,
216122_at,,,,
216123_x_at,,,,
216124_at,,,,
216125_s_at,RANBP9,RAN binding protein 9,10048,RANBP9
216126_at,LINC00663,long intergenic non-protein coding RNA 663,284440,LINC00663
216127_at,PDIA2,protein disulfide isomerase family A member 2,64714,PDIA2
216128_at,LOC101929597///TBCD,uncharacterized LOC101929597///tubulin folding cofactor D,101929597///6904,LOC101929597
216129_at,ATP9A,ATPase phospholipid transporting 9A (putative),10079,ATP9A
216130_at,,,,
216131_at,FRMD4B,FERM domain containing 4B,23150,FRMD4B
216132_at,,,,
216133_at,YME1L1,YME1 like 1 ATPase,10730,YME1L1
216134_at,FRMD4B,FERM domain containing 4B,23150,FRMD4B
216135_at,IQCK,IQ motif containing K,124152,IQCK
216136_at,,,,
216137_s_at,MAPK8IP3,mitogen-activated protein kinase 8 interacting protein 3,23162,MAPK8IP3
216138_at,,,,
216139_s_at,MAPK8IP3,mitogen-activated protein kinase 8 interacting protein 3,23162,MAPK8IP3
216140_at,,,,
216141_at,,,,
216142_at,,,,
216143_at,,,,
216144_at,,,,
216145_at,,,,
216146_at,,,,
216147_at,,,,
216148_at,,,,
216149_at,LRRC37BP1,leucine rich repeat containing 37B pseudogene 1,147172,LRRC37BP1
216150_at,,,,
216151_at,,,,
216152_at,,,,
216153_x_at,RECK,reversion inducing cysteine rich protein with kazal motifs,8434,RECK
216154_at,,,,
216155_at,,,,
216156_at,RECK,reversion inducing cysteine rich protein with kazal motifs,8434,RECK
216157_at,,,,
216158_at,,,,
216159_s_at,,,,
216160_at,,,,
216161_at,SBNO1,strawberry notch homolog 1,55206,SBNO1
216162_at,SBNO1,strawberry notch homolog 1,55206,SBNO1
216163_at,,,,
216164_at,LRRN2,leucine rich repeat neuronal 2,10446,LRRN2
216165_at,GARNL3,GTPase activating Rap/RanGAP domain like 3,84253,GARNL3
216166_at,,,,
216167_at,LRRN2,leucine rich repeat neuronal 2,10446,LRRN2
216168_at,,,,
216169_at,,,,
216170_at,,,,
216171_at,,,,
216172_at,,,,
216173_at,,,,
216174_at,HCRP1,hepatocellular carcinoma-related HCRP1,387535,HCRP1
216175_at,,,,
216176_at,HCRP1,hepatocellular carcinoma-related HCRP1,387535,HCRP1
216177_at,,,,
216178_x_at,ITGB1,integrin subunit beta 1,3688,ITGB1
216179_x_at,,,,
216180_s_at,SYNJ2,synaptojanin 2,8871,SYNJ2
216181_at,SYNJ2,synaptojanin 2,8871,SYNJ2
216182_at,SYNJ2,synaptojanin 2,8871,SYNJ2
216183_at,TGM2,transglutaminase 2,7052,TGM2
216184_s_at,RIMS1,regulating synaptic membrane exocytosis 1,22999,RIMS1
216185_at,FUT9,fucosyltransferase 9,10690,FUT9
216186_at,,,,
216187_x_at,,,,
216188_at,MYCNOS,MYCN opposite strand,10408,MYCNOS
216189_at,,,,
216190_x_at,ITGB1,integrin subunit beta 1,3688,ITGB1
